id,created_at,placeId,ratings,name,cuisine_id,address_str,published,video_links,phone_number,tags_id,price,website_url,handicap,vege,schedule,picture_profile,number_of_reviews,reviews,GPS_address
11,1712713105375,ChIJIb6bdI9v5kcR6l5WUgZvcjM,0,Ravioli Folie,5,"28 Av. Franklin Delano Roosevelt, 75008 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710860027/xaglkrwqefjrljfcoyrf.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710860099/v6zrdj2pu0rwvgznzgje.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710860121/cqxubsotqzqugggsfjvw.mp4']",09 87 79 17 91,"[1, 4]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.310213, 'lat': 48.872328}}"
12,1712713105811,,0,Quai Nedy,10,"5 Rue Maurice Bourdet, 75016 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710860161/aef7wrc1szwmdelpfih4.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710860263/dt1qxbbmydb52uegufdr.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710860336/vyru6elkrw4v9xz9i0ri.mp4']",07 64 06 16 16,"[2, 3, 5]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.278631, 'lat': 48.851076}}"
13,1712713126289,ChIJVVXl5Olv5kcRCqhlscN0_Xk,0,Café Louis Vuitton,11,"2 Rue du Pont Neuf, 75001 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710860679/pm0ru1fpsxkqhfpeu4ac.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710860718/mufh9f1nfhat9z1xutlq.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710860758/ikzxn5rkfvxr9reftsiw.mp4']",09 77 40 40 77,"[11, 5]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.342931, 'lat': 48.858588}}"
14,1712713126831,,0,Pasticeria Simona,16,"8 Rue Mandar, 75002 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710863197/qbetit0kdh7zf9yfw1w9.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710863213/efipbhmtnevgodgk0lgc.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710863242/vohizcyr2siolzysoxil.mp4']",06 24 40 86 15,[],,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.346091, 'lat': 48.86568}}"
15,1712713127347,ChIJOVhA5XRx5kcRzbgA7UFiWNs,4.8,RAMEN WANG,3,"20 Rue des Plantes, 75014 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710863282/atj5xep2u6acixu4snq9.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710863311/cfoyb4khtq1lwpgztc1f.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710863856/d1im17yuuri2yb9gytgz.mp4']",01 45 43 09 63,[1],2,https://www.ramenwang.fr/,True,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: Closed']",ATplDJbr55DcsW9mbX3cFrTH9q0DJF02YlbIoE8HKxSy398v0LWg3VqzGmi5o29Ho-8xW6hfiV6ORI4pTfCMEgZMZzzOwTCxgI3ZbLVXDXd5VoAAo9iVUh7QQV0SWwsaAU_XGTIZWIzNWw2_Fw4JDiImmVOM9vw6fKd3FqLu5-f5Gz_VIXGC,542,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.324057, 'lat': 48.831251}}"
16,1712713127821,ChIJlZYkfCtv5kcR-CgzBJ5W0Vc,4.3,KINGKONG,2,"19 Rue Blondel, 75002 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710866248/m5ljfsx6onlp76dbfoop.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866270/rurmiqbchzu4wnoeo05a.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866288/apsxbkw5egzqknrn3ixs.mp4']",09 88 49 46 75,"[1, 2]",2,,False,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM']",ATplDJZmUiBotfABBKB3493e1EkEx_QVdlN0e9jeoKXDNxGI9F73B9_fucAdR3Ue1IR5P2HSV50YRDVKphX2y7u23vak3mReEzwwYJ-3-v8IoJYGgOSgvD6I_19FzbreygXZV5OvoSFOCX-cBeE1by1v6miBvyyltR5unkbS2ZAgSmM5fNzn,638,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.352962, 'lat': 48.868788}}"
17,1712713128300,ChIJkaroF1Nx5kcRwtSaDYsIELU,4.4,Trantranzai,14,"94 Rue Saint-Denis, 75001 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710866494/l6js5n876kxmbmiwpwwk.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866515/myqzytpodddkuhwxnfm9.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866623/k67d1f0xdpslp7u1qfpa.mp4']",09 51 92 24 56,[1],2,https://trantranzai.fr/,True,True,"['Monday: 12:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200910:30\u202fPM']",ATplDJZsVLoxOOhFmSTs_UnjLODtt6vG2uydxm1hIYEvzNi6jSaIK0OiB45FYwNykclzWzS7dV98-7zbWUgTAwJwbnEPzdMffmHS8IFduINgzVbaXVsYVNmS6ZqcLMe_IhvgltHYqhK-JvVudOB8WsvIs92ZgzBUPm_r2lZcQDhzmcgJ27jj,1286,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.349871, 'lat': 48.863172}}"
18,1712713128739,,0,Puffy Cookies,7,"65 Rue Condorcet, 75009 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710866700/zx76j0nfhuawanrlykzm.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866727/xlelm0do58p4pzzimawu.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866740/rxmkprvfyv93gfqqiedb.mp4']",09 55 51 87 26,[],,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.341333, 'lat': 48.880281}}"
19,1712713149312,ChIJtY_y3uJv5kcRITnks0-GyFc,4.4,Keopi,2,"23 Pass. Verdeau, 75009 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710866803/frlnbhzrvgzdgdhpna78.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866819/anegphpf0ze6acb6kuz4.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866834/dwkt17vxuenx7fzgv8pt.mp4']",01 47 70 86 24,"[1, 3, 2]",2,http://keopi-paris.fr/,True,False,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']",ATplDJYbGO7ZYp5bBb9R8Ky-PE_rndK5h3ap_I3xnKvRF2RCgcXEQfa9Cf_IeMjf9JjBkbOUArWIDBCghqZLEMdM3do0xByz8nt5LkjUR6fwg4pUVDahDjw_XMq7vSN1v6LrSGyDCNMkc3x14a9CsTMJ-a2orhmxTB8-Ir46NROvL-44PXau,534,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.342308, 'lat': 48.873599}}"
20,1712713149788,ChIJFbTv1N5x5kcR3tmyveCnUEY,4.1,CÈPE ET FIGUE,1,"61 Rue Saint-André des Arts, 75006 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710866936/vagtxejfjxg9si5jmco4.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866959/bl6rcurvlgfyfhrukogr.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866984/vsun9hdrpbtfrhsvo6nl.mp4']",01 43 26 00 24,[],2,http://www.cepeetfigue.fr/,False,False,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",ATplDJbAy_8lHLux-QZdMtDmowZnlW2ffIi_cWEdiugm9Eq7hcYCuqZQEG1s5yTI577R-qBcxcdaAaz5JIc8WJ4s-RFGIVn_FojZBYw1G9_JgJRFXMOxIQ-5_1UxlGxvj39YQgba859EQ9lACjZ3x7G-qKsSGIrAEQ8y3rWtSZIKOJ5bHdTf,736,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.338883, 'lat': 48.853527}}"
