id,created_at,placeId,ratings,name,cuisine_id,address_str,published,video_links,phone_number,tags_id,price,website_url,handicap,vege,schedule,picture_profile,number_of_reviews,GPS_address,reviews
110,1712447640767,ChIJXUJjHI9v5kcRaVQmBJ0E8nc,4.3,Maison Louvard,18,"11 Rue de Châteaudun, 75009 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710858001/xxfny7pabfxese8ynosy.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858045/caimni19anpuej3ftxne.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858079/gu6ajqzpahglrvpcrayl.mp4']",01 81 70 75 77,[11],2,http://maisonlouvard.fr/,True,False,"['Monday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYh7eXXPuSMY4miosqaaOA6D8DgQjWBl9B6H-cl9bL4Ne_VIv3MZGD-9m4pZF54ldEJJPyhxGXs2T30DMCfbSuFpIFXX8-B02h10nbDOEujOax-aB0O47-tfbJOyxvSCwfr4TKjjPvw6iICqxlTOxKFh8fntBb4ym4bIFaxLjuvPuCW&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,739,"{'type': 'point', 'data': {'lng': 2.340768, 'lat': 48.87574}}","[{'author': 'arnaud vanderroost', 'text': ""I saw this bakery on Social Media and was curious to know why people were given such a high rate to this place. I wanted to check it by myself 😉 The place is cozy and well decorated. The staff is super friendly and the 'viennoiserie' tasteful. The expresso is also really good and compared to other places in the capital, your getting a decent amount of coffee in your cup (not only a few drops). It was good, but wouldn't given them a 5 star rate (even if the bakker has apparently received an award recently). Guess I will have to go a second time (at lunch) to confirm my thoughts... A place to recommend anyhow."", 'rating': '4', 'date_published': 1706266344000, 'author_profile_url': 'https://www.google.com/maps/contrib/109582078903072481714/reviews', 'lang': 'en'}]"
117,1712447670357,ChIJSZ1JSYhv5kcRtIwuAEqXRoI,4.3,Pasticeria Simona,18,"8 Rue Mandar, 75002 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710863197/qbetit0kdh7zf9yfw1w9.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710863213/efipbhmtnevgodgk0lgc.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710863242/vohizcyr2siolzysoxil.mp4']",06 24 40 86 15,[],,https://www.facebook.com/pasticceriasimonaparis,False,False,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJb3nq6n4H5XWfrOWe9oqYWCN7Ulu6oso00efAr-r4gfFax-L3Xx2aZ4K-J-VmlYlvBiNt5MRcLJzQFlEXV8Nri51gdQO1fMpElf_grjD6vCLtoExXObejc5WzRvFq2KSm0LGByDVFCowmfNyvcLt0qbymzkdK5PFys4r4bklEX372o&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,235,"{'type': 'point', 'data': {'lng': 2.346091, 'lat': 48.86568}}","[{'author': 'tejbir kaur sohal', 'text': 'One of the best places to find authentic Italian pastries!! Must try their Maritozzo and Biaocchi!', 'rating': '5', 'date_published': 1709035942000, 'author_profile_url': 'https://www.google.com/maps/contrib/113896681132813905584/reviews', 'lang': 'en'}]"
120,1712447692777,ChIJ-e6OBZJv5kcR18z7CVm7eFg,4.3,Trantranzai,18,"94 Rue Saint-Denis, 75001 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710866494/l6js5n876kxmbmiwpwwk.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866515/myqzytpodddkuhwxnfm9.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866623/k67d1f0xdpslp7u1qfpa.mp4']",09 51 92 24 56,[1],2,http://www.trantranzai.fr/,True,True,"['Monday: 12:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200910:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZ08IsTGc664xOlg6Fy5P7l6ddasXqs6JA3qB68F4KNqLwkpbhbz_ZumiVvqcTwoluAsXHJm8YeX8aLBr9vSUxQhCLkrvxJvfy4MtTfsVUGoGOSpOEzT9WTyavC46VAxEU3KIoZ0qubgtFRtP-gnZJp33Onn2ERjyRNcIjvibNA6_DB&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,2882,"{'type': 'point', 'data': {'lng': 2.349871, 'lat': 48.863172}}","[{'author': 'Frank Mansell', 'text': 'Very tasty food here.\n\nI went for the ravioli noodle soup, with the highest possible spice (8), and I wasn’t disappointed. It was incredibly flavoursome, and it was actually spicy compared to a lot of other noodle soups in Paris. If you like chillis, go for this level! It doesn’t blow your head off, but leaves a lovely refreshing tingle and a warm mouth.\n\nThe Tsingtao beer alongside it was great, and the restaurant itself is lovely.\n\nThank you very much, I’ll be back', 'rating': '5', 'date_published': 1699830125000, 'author_profile_url': 'https://www.google.com/maps/contrib/116117366506923146791/reviews', 'lang': 'en'}]"
119,1712447691990,ChIJlZYkfCtv5kcR-CgzBJ5W0Vc,4.3,KINGKONG,18,"19 Rue Blondel, 75002 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710866248/m5ljfsx6onlp76dbfoop.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866270/rurmiqbchzu4wnoeo05a.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866288/apsxbkw5egzqknrn3ixs.mp4']",09 88 49 46 75,"[1, 2]",2,,False,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbGyfV_7w63H6VwCGLRtLtGfsepx0Ds62vSSq0ZOF2mpVLvLEn0mkDev431zsY5vLdgSGyn0_6wykihgDldXS5lKA2574yKPoEvkj1e5LtCyvFX8xVcP8UVPtJF4TQXIYoq3JQe2bBulbyw15_bu-hlem-rHE8HSTMNRPBiv6yhrJn_&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,639,"{'type': 'point', 'data': {'lng': 2.352962, 'lat': 48.868788}}","[{'author': 'Josh Rennert', 'text': 'Unfortunately, they stopped serving their corndogs, but the food was delicious all the same! A nice Korean restaurant near Sentier, with a cool upstairs ambiance. Recommended!', 'rating': '5', 'date_published': 1658528418000, 'author_profile_url': 'https://www.google.com/maps/contrib/101793772923497739852/reviews', 'lang': 'en'}]"
106,1712447617239,ChIJAU-K6f5t5kcRChmT-vPvrC0,4.3,Flam&go,18,186 rue Saint-Maur 75010 Paris,True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710781481/xkndfhnwgugjygojqqyw.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858461/u4zxhmawcase7j2l93yq.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858482/qlpscc1sdwqchkcbmc0p.mp4']",07 45 08 62 02,"[3, 5, 2]",,https://flam-and-go.fr/fr,False,False,"['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYZkwq7U5JaU0ZptZZhTitfSeeTyFDptSoIuUIfxk6JtmIVJKupK7ocbOBUTsXXg4GPsoeZe-RM_Jp1k-kQzWMI_l1xbBbp3NpDV3JMtUgRanBcGfQgUk1lUT1Bit5Z7xqZYvQvfImA0z6XXV5V0ZCH1EfZfYoVwCXOZ6kvLRi9Qg2n&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,172,"{'type': 'point', 'data': {'lng': 2.372466, 'lat': 48.871298}}","[{'author': 'M H', 'text': 'I discovered this address yesterday and I am delighted with this moment. I opted for a brunch which, in addition to being very good, was plentiful. I was able to leave with the dessert which I was unable to finish. The atmosphere is a little noisy but it would be a shame to stop at that detail. I recommend !', 'rating': '5', 'date_published': 1710167103000, 'author_profile_url': 'https://www.google.com/maps/contrib/103959454148932882405/reviews', 'lang': 'fr'}]"
143,1712447794221,ChIJU2Y2BaBt5kcRbzg5JMa0uXQ,4.4,Afri Call Food,18,"31 Rue de Ménilmontant, 75020 Paris",False,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711787699/hnm0yew09zqvpethlemw.mp4'],,"[8, 2]",,https://africallfood.com/,False,True,"['Monday: 7:00\u2009–\u200911:30\u202fPM', 'Tuesday: 7:00\u2009–\u200911:30\u202fPM', 'Wednesday: 7:00\u2009–\u200911:30\u202fPM', 'Thursday: 7:00\u2009–\u200911:30\u202fPM', 'Friday: 7:00\u2009–\u200911:30\u202fPM', 'Saturday: 7:00\u2009–\u200911:30\u202fPM', 'Sunday: 7:00\u2009–\u200911:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbs4PZryrL1GbX-8HgaTpwqyqhYWLD3-hUH2PJI_s1A5yDQeHVGWraT2q8xHZMt1S3h030OzA74LrzntW_JLcgMVSWxvf9f7m1PD4aTuC3YeshpA_Y9QHF81YUfNGU7V_5MM2wFpthOvLZDD5CJior2aLqEX_SmdS6KXvODAvm3YlU&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,176,"{'type': 'point', 'data': {'lng': 2.385121, 'lat': 48.867633}}","[{'author': 'Eva Spileers', 'text': 'Super 👍', 'rating': '5', 'date_published': 1705236030000, 'author_profile_url': 'https://www.google.com/maps/contrib/103074173252837124459/reviews', 'lang': 'en'}]"
122,1712447694511,ChIJtY_y3uJv5kcRITnks0-GyFc,4.4,Keopi,18,"23 Pass. Verdeau, 75009 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710866803/frlnbhzrvgzdgdhpna78.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866819/anegphpf0ze6acb6kuz4.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866834/dwkt17vxuenx7fzgv8pt.mp4']",01 47 70 86 24,"[1, 3, 2]",2,http://keopi-paris.fr/,True,False,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJaSMG-vq9P10hKorqwG81YragDoHY7oQEsa-7uV0qretmlGqL-8MIrCTqeKrf22GwMa9h_x0wvZvRIgyX8-17KFeMCs7w6U7a_F90dApYqGq4z7Syheh-oT_w_A2M12Cwnl7i4MNBmlrPxAuNFaXDWwW3cwKX-9dj1m1nvPHoSqmnmo&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,538,"{'type': 'point', 'data': {'lng': 2.342308, 'lat': 48.873599}}","[{'author': 'Roxana M.Nejad', 'text': 'The location is simply great, not too far from the Grevin museum ! You really get to feel the parisian vibe.\nThe price was reasonable for a brunch + it was really delicious. The staff is also really nice and attentive.\nWe went for a kimchi and avocado salmon toast (which if you like salty and spicy kimchi is a perfect match with avocado and salmon). The Rose Latte was too die for with its hint of rose taste. The spicy chicken was really soft (a perfect boneless chicken if I dare say).\nAnd for the dessert the waffle with matcha cream ! The cream paired perfectly with the fruits and the waffle ~ Beware though, the plate is kind of big so if you don’t have a big appetite it is best to share it.\n\nAll in all the pricing, the amount of food and the taste was more than worthy, a 10/10 for me.', 'rating': '5', 'date_published': 1696435553000, 'author_profile_url': 'https://www.google.com/maps/contrib/103704298572361074866/reviews', 'lang': 'en'}]"
136,1712447767413,ChIJ3yv-6g1x5kcRFsnHF4BLG2Q,4.4,Land & monkeys,18,86 BOULEVARD BEAUMARCHAIS 75011 PARIS,False,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624063/lyojjul2ula5nvppr4xz.mp4'],09 54 40 95 83,"[11, 9, 10]",,http://www.land-and-monkeys.com/,False,False,"['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJauUh0H01h9hbByKZsU10j9ugBcXf1-CCRx53fFzvZWIkiinLeeFneH_haFpA5Lk8O95pE5kEfyZV-jhvhJr3JtxDtPrc3MG-nIG-ms-jkoT-xWfkMxOD_zUSh2Muh6eX4N81Aj3OkRlAeYb1rjgJf82YFepjU92WaY9EALs7RQJJTu&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,800,"{'type': 'point', 'data': {'lng': 2.367903, 'lat': 48.859369}}","[{'author': 'Jaspreet Singh', 'text': ""What a most lovely vegan bakery! We stumbled upon it while researching vegan eats in Paris, and honestly it was so good we went back the next day! The sandwiches were SO good, as was the quiche and various pastries. I am not vegan, however my husband is, and it was so amazing to be able to eat traditional Parisian pastries together and not feel like one is missing out. We bought so many pastries as well to go and were snacking on them throughout the trip! The cookies were also very delicious and so worth try! Marion was an absolute sweetheart both days, and was so patient as we tried to speak in our broken French to order. She gave many amazing recommendations and we can't wait to come back and visit!"", 'rating': '5', 'date_published': 1710184510000, 'author_profile_url': 'https://www.google.com/maps/contrib/105087097158667648334/reviews', 'lang': 'en'}]"
135,1712447746487,ChIJVVWZuRdu5kcRVRJ28o0ITPU,4.4,Boneshaker Donuts,18,"86 Rue d'Aboukir, 75002 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1711623856/z1dh1zw5vx2r2elafjeg.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1711623956/hoeh8ftsetpgs7pklbii.mp4']",,"[11, 10, 9]",2,https://www.boneshakerparis.com/,False,False,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20095:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJaaZ5oMZmQ8ywz4aGvtZYcQjnlOFjFNRqzQgqCX2aVxjAhsJ8vyoN0lnVJv4MbdcwYVm3H0J0mQuTnLS6jJF4eddYlVZjI9T4oBgFst7XsOgH2o_iv6T87TaqTYuYQj00qeyzC8_byy0-nTabzIGzhvneLthhvc1apv5NyCMli0ZS7k&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,1635,"{'type': 'point', 'data': {'lng': 2.347771, 'lat': 48.867944}}","[{'author': 'Amina Panduru', 'text': 'I am soo amazed that this place is vegan, you really can’t tell! The apple donut is autumn 🍂 in a donut ♥️ so fluffy and amazing flavour combo!\n\nThe owners also are very cute and kind!\n\nWill be back!', 'rating': '5', 'date_published': 1699138181000, 'author_profile_url': 'https://www.google.com/maps/contrib/108674275854574740720/reviews', 'lang': 'en'}]"
146,1712447797221,ChIJy2jlhvRv5kcRAgr7DCblDlU,4.4,OYA Fusion,18,"141 Av. de Malakoff, 75116 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1711788522/uei782oifyn7hvvnw2er.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1711788565/qgvwz1pneixhmagfd8pi.mp4']",01 40 67 18 44,"[8, 5, 9, 10]",2,https://www.oyafusion.fr/,False,True,"['Monday: Closed', 'Tuesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 5:30\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZDONvPSWdCS3tVyUehpclRVCHJd8eDcgYz_U5X49wJqjLibcWTtqpjjnEfQfilS3lW7Yxdr9JoF9TIyazpTkfWqXQaEfZlKc_-eieJbW1bqRWcLEGMBa4qTOLn982zG2sOGoSNRuOsJovp4_63lIoE4ekw5yqyubAGqUI7sGFoOLzG&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,452,"{'type': 'point', 'data': {'lng': 2.2837, 'lat': 48.8754}}","[{'author': 'Yann GORRA DIALLO', 'text': 'Service on point and atmosphere just dope. Great DJ. I strongly recommend.', 'rating': '4', 'date_published': 1703747272000, 'author_profile_url': 'https://www.google.com/maps/contrib/111516157611346316670/reviews', 'lang': 'en'}]"
129,1712447720847,ChIJsWCnxS5v5kcR4lpaV7jKHFw,4.5,ACÀ PIGALLE,18,"48 Bd de Clichy, 75018 Paris",False,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869929/vndo29expldm6iwf0d1l.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869938/o5mnsj4twfn240fnz4d5.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869954/pd8qowwo43hccn1rhhj6.mp4']",01 88 61 04 05,[13],2,https://www.acarestaurants.fr/menus-carte/,True,True,"['Monday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u200911:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZ9-TFDZyxTaaG_0hJAwZ9pkau8CeGBgBesI7G0tqKCib6kbZqbhBUkU78z1kmxH8-shryJcBnD1zsLaoxySuRH1SwZ42bHDRtWhEbRA5IVpVDUCLsp_J56CRjc6vHcYB4t7V4QlYsva5-21QBzUS-_jffUz98P3_2NpC6-0zywSZI_&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,2264,"{'type': 'point', 'data': {'lng': 2.335594, 'lat': 48.883121}}","[{'author': 'María Fernanda Vidal Correa', 'text': 'Overall, is a good place to eat tacos considering you are in Paris. Formule of three tacos for 10€ is a great option. Good flavor in the barbacoa, pastor a little dry, and carnitas would improve with a little more coriander. Sauces are good and tasty, not super spicy. Agua de horchata is super good, not too sweat which I like.  However, the dessert, the pastel de tres leches, falls short of expectations. While sweet and pastry-like, it lacks the authentic essence of a true pastel de tres leches.', 'rating': '4', 'date_published': 1710939078000, 'author_profile_url': 'https://www.google.com/maps/contrib/109498612452677260127/reviews', 'lang': 'en'}]"
116,1712447669452,ChIJM65MruFv5kcRlQzBHLF0e_4,4.5,Café Louis Vuitton,18,"2 Rue du Pont Neuf, 75001 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710860679/pm0ru1fpsxkqhfpeu4ac.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710860718/mufh9f1nfhat9z1xutlq.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710860758/ikzxn5rkfvxr9reftsiw.mp4']",09 77 40 40 77,"[11, 5]",,http://lvdream.seetickets.com/,True,False,"['Monday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZBWpnV9AeZuaj_eHeYxvtjIXqYZ7cDABzDgbhpE5pY-6V1toQ7tLg-t5Y0TvNtGpDF8Dofaohklt-rOG5GgUyaCBF2VLiIAkQ-wV7Y4kjL-LLc9szEPpDc-5FDKmdj2hXFMhac32T4ELChwLvTy8mTiksLZqRVsrOxBsNmkA8hRR_9&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,283,"{'type': 'point', 'data': {'lng': 2.342931, 'lat': 48.858588}}","[{'author': 'Deniss Ovčarenko', 'text': ""Probably the most delicious cake I've ever ate! We got the chocolate and vanilla ones and they were amazing!\nPretty pricey, but understandable - it's Louis Vuitton!\nStaff was amazing, very friendly and very caring, smiling! Will definitely return when back in Paris"", 'rating': '5', 'date_published': 1703713014000, 'author_profile_url': 'https://www.google.com/maps/contrib/110313350747670160192/reviews', 'lang': 'en'}]"
121,1712447693664,ChIJq5AFgFhv5kcRsokzkzG2ToQ,4.6,Puffy Cookies,18,"65 Rue Condorcet, 75009 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710866700/zx76j0nfhuawanrlykzm.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866727/xlelm0do58p4pzzimawu.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710866740/rxmkprvfyv93gfqqiedb.mp4']",09 55 51 87 26,[],,https://www.puffycookies.fr/,False,False,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbo8JwWenGPluQ2omFigskYAYUg0lVJi0gmSBsSW4DVKjikXLF6tRX3qHeZgGgq6nlPsRCiImNr46mO2-hpWhlf9DoMmnEmG8PhFBuVfNegJZ-B-ObDvGtjtiTkqymQlCoJwKy2YWksuv2PlFdlmNT-dH139mkBqDsPpz6lSWvZaWpg&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,115,"{'type': 'point', 'data': {'lng': 2.341333, 'lat': 48.880281}}","[{'author': 'Melissa W', 'text': 'This is not a normal cookie, it’s thick and gooey. The chocolate and peanut butter one was my favourite.', 'rating': '5', 'date_published': 1709482959000, 'author_profile_url': 'https://www.google.com/maps/contrib/100714489852644028525/reviews', 'lang': 'en'}]"
113,1712447666126,ChIJvzy3Eypv5kcRiG1YkfNGHMw,4.6,Maison Maé,18,"17 Rue du Château d'Eau, 75010 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710859828/r6yzcei0bvxaaznnui3h.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710859882/e9sgiq3klr9nuxxohmth.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710859914/ndf5ju1fomf6ao2tayak.mp4']",01 40 34 89 83,[11],,,False,False,"['Monday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: Closed', 'Thursday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20098:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYUxIH9enigVLNBMwqvg4AQ5ayYeoLhwWACBJyNJX7y7stMfxj_wcsSm5_SnMxGekvxjYlVmLIA5Ze7kBKth49T-FwS0t5DpihBRm3JJQ6tQy-X9fvONYd-hwTzQ6xxzFloIw10V4WaLicyQT4x8zexQxP_GXNRkJ7NoyY1UcOrBTnZ&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,316,"{'type': 'point', 'data': {'lng': 2.360333, 'lat': 48.869986}}","[{'author': 'Eva Ottum', 'text': 'My 3 friends and I are visiting Paris as Americans for the first time and this cafe is the most amazing part of Paris. Friendly staff, who have been helping us with our French, tasty food at a reasonable price, and a relaxing atmosphere. We’ve come here every morning and will definitely come again the next time we visit! I’d recommend the ham escargot and the espresso! They also gave our group free pastries sometimes :)', 'rating': '5', 'date_published': 1705399300000, 'author_profile_url': 'https://www.google.com/maps/contrib/115132071909847691921/reviews', 'lang': 'en'}]"
